index,S:all,E:all,I:all,beta:all,v:all,k:all,vol:all,rep:all,phi:all,log_like
1725,0.933537,5.01343e-06,4.94503e-05,1.00777,1.06033,1.57506,0.343637,0.1,0.1,-134.04
1726,0.933537,5.01343e-06,4.94503e-05,1.00777,1.06033,1.57506,0.343637,0.1,0.1,-134.04
1727,0.933537,5.01343e-06,4.94503e-05,1.00777,1.06033,1.57506,0.343637,0.1,0.1,-134.04
1728,0.88906,2.58943e-05,1.02274e-05,1.35412,0.967242,1.58913,0.452548,0.1,0.1,-134.129
1729,0.88906,2.58943e-05,1.02274e-05,1.35412,0.967242,1.58913,0.452548,0.1,0.1,-134.129
1730,0.967312,3.28555e-06,1.52581e-05,1.19205,1.10626,1.61839,0.347401,0.1,0.1,-132.514
1731,0.967312,3.28555e-06,1.52581e-05,1.19205,1.10626,1.61839,0.347401,0.1,0.1,-132.514
1732,0.967312,3.28555e-06,1.52581e-05,1.19205,1.10626,1.61839,0.347401,0.1,0.1,-132.514
1733,0.967312,3.28555e-06,1.52581e-05,1.19205,1.10626,1.61839,0.347401,0.1,0.1,-132.514
1734,0.967312,3.28555e-06,1.52581e-05,1.19205,1.10626,1.61839,0.347401,0.1,0.1,-132.514
1735,0.967312,3.28555e-06,1.52581e-05,1.19205,1.10626,1.61839,0.347401,0.1,0.1,-132.514
1736,0.967312,3.28555e-06,1.52581e-05,1.19205,1.10626,1.61839,0.347401,0.1,0.1,-132.514
1737,0.967312,3.28555e-06,1.52581e-05,1.19205,1.10626,1.61839,0.347401,0.1,0.1,-132.514
1738,0.967312,3.28555e-06,1.52581e-05,1.19205,1.10626,1.61839,0.347401,0.1,0.1,-132.514
1739,0.948529,6.73976e-06,7.94217e-06,1.20962,1.02735,1.62537,0.403978,0.1,0.1,-134.013
1740,0.948529,6.73976e-06,7.94217e-06,1.20962,1.02735,1.62537,0.403978,0.1,0.1,-134.013
1741,0.948529,6.73976e-06,7.94217e-06,1.20962,1.02735,1.62537,0.403978,0.1,0.1,-134.013
1742,0.948529,6.73976e-06,7.94217e-06,1.20962,1.02735,1.62537,0.403978,0.1,0.1,-134.013
1743,0.966473,7.22956e-06,1.64028e-05,1.31681,0.935173,1.61603,0.530384,0.1,0.1,-134.107
1744,0.900491,4.87451e-05,0.000132951,1.51966,0.936114,1.55933,0.31966,0.1,0.1,-137.9
1745,0.900491,4.87451e-05,0.000132951,1.51966,0.936114,1.55933,0.31966,0.1,0.1,-137.9
1746,0.900491,4.87451e-05,0.000132951,1.51966,0.936114,1.55933,0.31966,0.1,0.1,-137.9
1747,0.900491,4.87451e-05,0.000132951,1.51966,0.936114,1.55933,0.31966,0.1,0.1,-137.9
1748,0.900491,4.87451e-05,0.000132951,1.51966,0.936114,1.55933,0.31966,0.1,0.1,-137.9
1749,0.723536,2.98751e-05,7.56167e-05,1.47569,0.933065,1.61241,0.467593,0.1,0.1,-135.058
1750,0.723536,2.98751e-05,7.56167e-05,1.47569,0.933065,1.61241,0.467593,0.1,0.1,-135.058
1751,0.723536,2.98751e-05,7.56167e-05,1.47569,0.933065,1.61241,0.467593,0.1,0.1,-135.058
1752,0.723536,2.98751e-05,7.56167e-05,1.47569,0.933065,1.61241,0.467593,0.1,0.1,-135.058
1753,0.723536,2.98751e-05,7.56167e-05,1.47569,0.933065,1.61241,0.467593,0.1,0.1,-135.058
1754,0.760771,1.55e-05,5.51626e-05,1.51014,0.934182,1.61716,0.386431,0.1,0.1,-132.654
1755,0.760771,1.55e-05,5.51626e-05,1.51014,0.934182,1.61716,0.386431,0.1,0.1,-132.654
1756,0.760771,1.55e-05,5.51626e-05,1.51014,0.934182,1.61716,0.386431,0.1,0.1,-132.654
1757,0.760771,1.55e-05,5.51626e-05,1.51014,0.934182,1.61716,0.386431,0.1,0.1,-132.654
1758,0.760771,1.55e-05,5.51626e-05,1.51014,0.934182,1.61716,0.386431,0.1,0.1,-132.654
1759,0.760771,1.55e-05,5.51626e-05,1.51014,0.934182,1.61716,0.386431,0.1,0.1,-132.654
1760,0.760771,1.55e-05,5.51626e-05,1.51014,0.934182,1.61716,0.386431,0.1,0.1,-132.654
1761,0.666653,2.74232e-05,0.000116983,1.2504,0.981874,1.59936,0.546508,0.1,0.1,-135.842
1762,0.666653,2.74232e-05,0.000116983,1.2504,0.981874,1.59936,0.546508,0.1,0.1,-135.842
1763,0.666653,2.74232e-05,0.000116983,1.2504,0.981874,1.59936,0.546508,0.1,0.1,-135.842
1764,0.666653,2.74232e-05,0.000116983,1.2504,0.981874,1.59936,0.546508,0.1,0.1,-135.842
1765,0.666653,2.74232e-05,0.000116983,1.2504,0.981874,1.59936,0.546508,0.1,0.1,-135.842
1766,0.666653,2.74232e-05,0.000116983,1.2504,0.981874,1.59936,0.546508,0.1,0.1,-135.842
1767,0.666653,2.74232e-05,0.000116983,1.2504,0.981874,1.59936,0.546508,0.1,0.1,-135.842
1768,0.666653,2.74232e-05,0.000116983,1.2504,0.981874,1.59936,0.546508,0.1,0.1,-135.842
1769,0.666653,2.74232e-05,0.000116983,1.2504,0.981874,1.59936,0.546508,0.1,0.1,-135.842
1770,0.666653,2.74232e-05,0.000116983,1.2504,0.981874,1.59936,0.546508,0.1,0.1,-135.842
1771,0.881289,3.51212e-05,5.99047e-06,0.829783,1.04154,1.55673,0.469296,0.1,0.1,-135.238
1772,0.881289,3.51212e-05,5.99047e-06,0.829783,1.04154,1.55673,0.469296,0.1,0.1,-135.238
1773,0.881289,3.51212e-05,5.99047e-06,0.829783,1.04154,1.55673,0.469296,0.1,0.1,-135.238
1774,0.881289,3.51212e-05,5.99047e-06,0.829783,1.04154,1.55673,0.469296,0.1,0.1,-135.238
1775,0.881289,3.51212e-05,5.99047e-06,0.829783,1.04154,1.55673,0.469296,0.1,0.1,-135.238
1776,0.640336,6.36045e-05,5.1127e-05,0.983382,1.09577,1.55965,0.424914,0.1,0.1,-136.028
1777,0.640336,6.36045e-05,5.1127e-05,0.983382,1.09577,1.55965,0.424914,0.1,0.1,-136.028
1778,0.640336,6.36045e-05,5.1127e-05,0.983382,1.09577,1.55965,0.424914,0.1,0.1,-136.028
1779,0.640336,6.36045e-05,5.1127e-05,0.983382,1.09577,1.55965,0.424914,0.1,0.1,-136.028
1780,0.926482,8.85097e-05,3.3619e-05,0.852441,1.18208,1.58002,0.413749,0.1,0.1,-134.715
1781,0.926482,8.85097e-05,3.3619e-05,0.852441,1.18208,1.58002,0.413749,0.1,0.1,-134.715
1782,0.926482,8.85097e-05,3.3619e-05,0.852441,1.18208,1.58002,0.413749,0.1,0.1,-134.715
1783,0.926482,8.85097e-05,3.3619e-05,0.852441,1.18208,1.58002,0.413749,0.1,0.1,-134.715
1784,0.926482,8.85097e-05,3.3619e-05,0.852441,1.18208,1.58002,0.413749,0.1,0.1,-134.715
1785,0.926482,8.85097e-05,3.3619e-05,0.852441,1.18208,1.58002,0.413749,0.1,0.1,-134.715
1786,0.926482,8.85097e-05,3.3619e-05,0.852441,1.18208,1.58002,0.413749,0.1,0.1,-134.715
1787,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1788,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1789,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1790,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1791,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1792,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1793,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1794,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1795,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1796,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1797,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1798,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1799,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1800,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1801,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1802,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1803,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1804,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1805,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1806,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1807,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1808,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1809,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1810,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1811,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1812,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1813,0.877089,3.29601e-05,0.000113992,1.15001,1.0907,1.6177,0.304454,0.1,0.1,-134.056
1814,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1815,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1816,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1817,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1818,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1819,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1820,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1821,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1822,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1823,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1824,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1825,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1826,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1827,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1828,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1829,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1830,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1831,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1832,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1833,0.971449,2.38756e-06,8.82054e-05,0.825041,1.21992,1.56115,0.477468,0.1,0.1,-133.026
1834,0.623915,5.60329e-05,8.64031e-05,1.00421,1.20633,1.55945,0.344837,0.1,0.1,-135.893
1835,0.623915,5.60329e-05,8.64031e-05,1.00421,1.20633,1.55945,0.344837,0.1,0.1,-135.893
1836,0.623915,5.60329e-05,8.64031e-05,1.00421,1.20633,1.55945,0.344837,0.1,0.1,-135.893
1837,0.623915,5.60329e-05,8.64031e-05,1.00421,1.20633,1.55945,0.344837,0.1,0.1,-135.893
1838,0.623915,5.60329e-05,8.64031e-05,1.00421,1.20633,1.55945,0.344837,0.1,0.1,-135.893
1839,0.623915,5.60329e-05,8.64031e-05,1.00421,1.20633,1.55945,0.344837,0.1,0.1,-135.893
1840,0.623915,5.60329e-05,8.64031e-05,1.00421,1.20633,1.55945,0.344837,0.1,0.1,-135.893
1841,0.623915,5.60329e-05,8.64031e-05,1.00421,1.20633,1.55945,0.344837,0.1,0.1,-135.893
1842,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1843,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1844,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1845,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1846,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1847,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1848,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1849,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1850,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1851,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1852,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1853,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1854,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1855,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1856,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1857,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1858,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1859,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1860,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1861,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1862,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1863,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1864,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1865,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1866,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1867,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1868,0.778246,3.09533e-05,0.000214316,1.08925,1.05716,1.57108,0.230886,0.1,0.1,-137.106
1869,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1870,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1871,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1872,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1873,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1874,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1875,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1876,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1877,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1878,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1879,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1880,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1881,0.607014,2.05875e-05,4.21632e-05,1.32532,1.17707,1.61144,0.455463,0.1,0.1,-133.434
1882,0.618458,6.35222e-05,6.3077e-05,1.21748,1.15724,1.6074,0.47833,0.1,0.1,-135.539
1883,0.618458,6.35222e-05,6.3077e-05,1.21748,1.15724,1.6074,0.47833,0.1,0.1,-135.539
1884,0.618458,6.35222e-05,6.3077e-05,1.21748,1.15724,1.6074,0.47833,0.1,0.1,-135.539
1885,0.618458,6.35222e-05,6.3077e-05,1.21748,1.15724,1.6074,0.47833,0.1,0.1,-135.539
1886,0.618458,6.35222e-05,6.3077e-05,1.21748,1.15724,1.6074,0.47833,0.1,0.1,-135.539
1887,0.618458,6.35222e-05,6.3077e-05,1.21748,1.15724,1.6074,0.47833,0.1,0.1,-135.539
1888,0.618458,6.35222e-05,6.3077e-05,1.21748,1.15724,1.6074,0.47833,0.1,0.1,-135.539
1889,0.618458,6.35222e-05,6.3077e-05,1.21748,1.15724,1.6074,0.47833,0.1,0.1,-135.539
1890,0.618458,6.35222e-05,6.3077e-05,1.21748,1.15724,1.6074,0.47833,0.1,0.1,-135.539
1891,0.618458,6.35222e-05,6.3077e-05,1.21748,1.15724,1.6074,0.47833,0.1,0.1,-135.539
1892,0.618458,6.35222e-05,6.3077e-05,1.21748,1.15724,1.6074,0.47833,0.1,0.1,-135.539
1893,0.618458,6.35222e-05,6.3077e-05,1.21748,1.15724,1.6074,0.47833,0.1,0.1,-135.539
1894,0.565744,4.72428e-05,9.97429e-05,1.58614,1.17699,1.57055,0.317933,0.1,0.1,-134.099
1895,0.565744,4.72428e-05,9.97429e-05,1.58614,1.17699,1.57055,0.317933,0.1,0.1,-134.099
1896,0.565744,4.72428e-05,9.97429e-05,1.58614,1.17699,1.57055,0.317933,0.1,0.1,-134.099
1897,0.565744,4.72428e-05,9.97429e-05,1.58614,1.17699,1.57055,0.317933,0.1,0.1,-134.099
1898,0.565744,4.72428e-05,9.97429e-05,1.58614,1.17699,1.57055,0.317933,0.1,0.1,-134.099
1899,0.565744,4.72428e-05,9.97429e-05,1.58614,1.17699,1.57055,0.317933,0.1,0.1,-134.099
1900,0.565744,4.72428e-05,9.97429e-05,1.58614,1.17699,1.57055,0.317933,0.1,0.1,-134.099
1901,0.565744,4.72428e-05,9.97429e-05,1.58614,1.17699,1.57055,0.317933,0.1,0.1,-134.099
1902,0.565744,4.72428e-05,9.97429e-05,1.58614,1.17699,1.57055,0.317933,0.1,0.1,-134.099
1903,0.565744,4.72428e-05,9.97429e-05,1.58614,1.17699,1.57055,0.317933,0.1,0.1,-134.099
1904,0.565744,4.72428e-05,9.97429e-05,1.58614,1.17699,1.57055,0.317933,0.1,0.1,-134.099
1905,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1906,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1907,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1908,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1909,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1910,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1911,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1912,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1913,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1914,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1915,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1916,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1917,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1918,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1919,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1920,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1921,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1922,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1923,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1924,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1925,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1926,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1927,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1928,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1929,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1930,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1931,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1932,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1933,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1934,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1935,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1936,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1937,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1938,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1939,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1940,0.592079,0.000115921,6.07086e-05,1.12206,1.00002,1.57805,0.484785,0.1,0.1,-135.864
1941,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1942,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1943,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1944,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1945,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1946,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1947,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1948,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1949,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1950,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1951,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1952,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1953,0.726352,0.000112568,4.83465e-05,1.05049,1.05595,1.62374,0.385646,0.1,0.1,-134.801
1954,0.688954,7.26964e-05,0.000110207,1.05579,1.21119,1.60292,0.555515,0.1,0.1,-136.234
1955,0.688954,7.26964e-05,0.000110207,1.05579,1.21119,1.60292,0.555515,0.1,0.1,-136.234
1956,0.688954,7.26964e-05,0.000110207,1.05579,1.21119,1.60292,0.555515,0.1,0.1,-136.234
1957,0.688954,7.26964e-05,0.000110207,1.05579,1.21119,1.60292,0.555515,0.1,0.1,-136.234
1958,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1959,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1960,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1961,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1962,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1963,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1964,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1965,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1966,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1967,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1968,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1969,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1970,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1971,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1972,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
1973,0.670892,1.20235e-05,1.46225e-05,1.34028,1.21087,1.56442,0.447557,0.1,0.1,-132.235
