index,S:all,E:all,I:all,beta:all,v:all,k:all,vol:all,rep:all,phi:all,log_like
5108,0.634344,3.95732e-06,1.69225e-05,2.04605,1.12618,1.62317,0.283855,0.1,0.1,-131.499
5109,0.634344,3.95732e-06,1.69225e-05,2.04605,1.12618,1.62317,0.283855,0.1,0.1,-131.499
5110,0.57332,3.33364e-06,4.86098e-05,2.85165,0.96823,1.6115,0.406369,0.1,0.1,-134.963
5111,0.57332,3.33364e-06,4.86098e-05,2.85165,0.96823,1.6115,0.406369,0.1,0.1,-134.963
5112,0.554783,6.58586e-06,5.33494e-05,2.69175,0.953371,1.62092,0.440426,0.1,0.1,-133.521
5113,0.554916,3.04765e-05,6.9314e-05,1.93518,0.966302,1.62608,0.453847,0.1,0.1,-134.761
5114,0.554916,3.04765e-05,6.9314e-05,1.93518,0.966302,1.62608,0.453847,0.1,0.1,-134.761
5115,0.554916,3.04765e-05,6.9314e-05,1.93518,0.966302,1.62608,0.453847,0.1,0.1,-134.761
5116,0.554916,3.04765e-05,6.9314e-05,1.93518,0.966302,1.62608,0.453847,0.1,0.1,-134.761
5117,0.554916,3.04765e-05,6.9314e-05,1.93518,0.966302,1.62608,0.453847,0.1,0.1,-134.761
5118,0.642397,2.99637e-05,0.000160745,1.26816,1.07306,1.61873,0.414047,0.1,0.1,-135.275
5119,0.564541,6.04642e-05,8.75192e-06,2.07598,0.958877,1.62106,0.343483,0.1,0.1,-132.401
5120,0.564541,6.04642e-05,8.75192e-06,2.07598,0.958877,1.62106,0.343483,0.1,0.1,-132.401
5121,0.564541,6.04642e-05,8.75192e-06,2.07598,0.958877,1.62106,0.343483,0.1,0.1,-132.401
5122,0.564541,6.04642e-05,8.75192e-06,2.07598,0.958877,1.62106,0.343483,0.1,0.1,-132.401
5123,0.564541,6.04642e-05,8.75192e-06,2.07598,0.958877,1.62106,0.343483,0.1,0.1,-132.401
5124,0.564541,6.04642e-05,8.75192e-06,2.07598,0.958877,1.62106,0.343483,0.1,0.1,-132.401
5125,0.55558,9.85993e-05,4.02834e-05,1.41917,1.11997,1.59732,0.41149,0.1,0.1,-134.564
5126,0.55558,9.85993e-05,4.02834e-05,1.41917,1.11997,1.59732,0.41149,0.1,0.1,-134.564
5127,0.55558,9.85993e-05,4.02834e-05,1.41917,1.11997,1.59732,0.41149,0.1,0.1,-134.564
5128,0.55558,9.85993e-05,4.02834e-05,1.41917,1.11997,1.59732,0.41149,0.1,0.1,-134.564
5129,0.55558,9.85993e-05,4.02834e-05,1.41917,1.11997,1.59732,0.41149,0.1,0.1,-134.564
5130,0.55558,9.85993e-05,4.02834e-05,1.41917,1.11997,1.59732,0.41149,0.1,0.1,-134.564
5131,0.55558,9.85993e-05,4.02834e-05,1.41917,1.11997,1.59732,0.41149,0.1,0.1,-134.564
5132,0.552882,9.79461e-05,3.81931e-05,1.37863,1.05749,1.58955,0.502625,0.1,0.1,-135.842
5133,0.552882,9.79461e-05,3.81931e-05,1.37863,1.05749,1.58955,0.502625,0.1,0.1,-135.842
5134,0.552882,9.79461e-05,3.81931e-05,1.37863,1.05749,1.58955,0.502625,0.1,0.1,-135.842
5135,0.552882,9.79461e-05,3.81931e-05,1.37863,1.05749,1.58955,0.502625,0.1,0.1,-135.842
5136,0.552882,9.79461e-05,3.81931e-05,1.37863,1.05749,1.58955,0.502625,0.1,0.1,-135.842
5137,0.557638,7.33762e-05,0.000102864,0.972123,1.1255,1.59655,0.507976,0.1,0.1,-136.892
5138,0.557638,7.33762e-05,0.000102864,0.972123,1.1255,1.59655,0.507976,0.1,0.1,-136.892
5139,0.557638,7.33762e-05,0.000102864,0.972123,1.1255,1.59655,0.507976,0.1,0.1,-136.892
5140,0.557638,7.33762e-05,0.000102864,0.972123,1.1255,1.59655,0.507976,0.1,0.1,-136.892
5141,0.595626,2.66808e-05,3.70958e-05,1.07668,1.21075,1.55789,0.464057,0.1,0.1,-134.554
5142,0.595626,2.66808e-05,3.70958e-05,1.07668,1.21075,1.55789,0.464057,0.1,0.1,-134.554
5143,0.595626,2.66808e-05,3.70958e-05,1.07668,1.21075,1.55789,0.464057,0.1,0.1,-134.554
5144,0.568781,1.26248e-05,0.000109682,1.12201,1.22376,1.59999,0.434975,0.1,0.1,-133.971
5145,0.568781,1.26248e-05,0.000109682,1.12201,1.22376,1.59999,0.434975,0.1,0.1,-133.971
5146,0.568781,1.26248e-05,0.000109682,1.12201,1.22376,1.59999,0.434975,0.1,0.1,-133.971
5147,0.568781,1.26248e-05,0.000109682,1.12201,1.22376,1.59999,0.434975,0.1,0.1,-133.971
5148,0.559998,1.34126e-05,0.000102913,1.2971,1.16018,1.57,0.509429,0.1,0.1,-134.931
5149,0.559998,1.34126e-05,0.000102913,1.2971,1.16018,1.57,0.509429,0.1,0.1,-134.931
5150,0.68675,1.91466e-05,0.000121917,1.02498,1.20498,1.56153,0.505591,0.1,0.1,-134.876
5151,0.68675,1.91466e-05,0.000121917,1.02498,1.20498,1.56153,0.505591,0.1,0.1,-134.876
5152,0.68675,1.91466e-05,0.000121917,1.02498,1.20498,1.56153,0.505591,0.1,0.1,-134.876
5153,0.68675,1.91466e-05,0.000121917,1.02498,1.20498,1.56153,0.505591,0.1,0.1,-134.876
5154,0.68675,1.91466e-05,0.000121917,1.02498,1.20498,1.56153,0.505591,0.1,0.1,-134.876
5155,0.68675,1.91466e-05,0.000121917,1.02498,1.20498,1.56153,0.505591,0.1,0.1,-134.876
5156,0.846467,9.99108e-06,6.30068e-06,1.3776,1.17642,1.57142,0.470139,0.1,0.1,-132.218
5157,0.744002,1.5363e-05,1.74572e-05,1.27954,1.2059,1.58294,0.464595,0.1,0.1,-133.032
5158,0.574451,4.31994e-05,8.05025e-06,2.32861,1.05306,1.62478,0.350099,0.1,0.1,-131.586
5159,0.574451,4.31994e-05,8.05025e-06,2.32861,1.05306,1.62478,0.350099,0.1,0.1,-131.586
5160,0.574451,4.31994e-05,8.05025e-06,2.32861,1.05306,1.62478,0.350099,0.1,0.1,-131.586
5161,0.574451,4.31994e-05,8.05025e-06,2.32861,1.05306,1.62478,0.350099,0.1,0.1,-131.586
5162,0.574451,4.31994e-05,8.05025e-06,2.32861,1.05306,1.62478,0.350099,0.1,0.1,-131.586
5163,0.574451,4.31994e-05,8.05025e-06,2.32861,1.05306,1.62478,0.350099,0.1,0.1,-131.586
5164,0.574451,4.31994e-05,8.05025e-06,2.32861,1.05306,1.62478,0.350099,0.1,0.1,-131.586
5165,0.574451,4.31994e-05,8.05025e-06,2.32861,1.05306,1.62478,0.350099,0.1,0.1,-131.586
5166,0.574451,4.31994e-05,8.05025e-06,2.32861,1.05306,1.62478,0.350099,0.1,0.1,-131.586
5167,0.574451,4.31994e-05,8.05025e-06,2.32861,1.05306,1.62478,0.350099,0.1,0.1,-131.586
5168,0.574451,4.31994e-05,8.05025e-06,2.32861,1.05306,1.62478,0.350099,0.1,0.1,-131.586
5169,0.583968,2.80094e-05,8.17229e-06,2.25551,1.02552,1.61665,0.345529,0.1,0.1,-131.914
5170,0.583968,2.80094e-05,8.17229e-06,2.25551,1.02552,1.61665,0.345529,0.1,0.1,-131.914
5171,0.583968,2.80094e-05,8.17229e-06,2.25551,1.02552,1.61665,0.345529,0.1,0.1,-131.914
5172,0.595292,5.15632e-05,1.8622e-05,2.3406,1.12079,1.61513,0.285725,0.1,0.1,-133.472
5173,0.652813,5.81625e-05,6.92771e-05,1.6507,1.17537,1.62036,0.322975,0.1,0.1,-134.998
5174,0.793857,0.000110672,0.000111555,0.91167,1.2077,1.61838,0.400532,0.1,0.1,-136.39
5175,0.793857,0.000110672,0.000111555,0.91167,1.2077,1.61838,0.400532,0.1,0.1,-136.39
5176,0.793857,0.000110672,0.000111555,0.91167,1.2077,1.61838,0.400532,0.1,0.1,-136.39
5177,0.947038,2.63046e-05,5.4643e-05,0.967938,1.17316,1.62385,0.421574,0.1,0.1,-133.246
5178,0.947038,2.63046e-05,5.4643e-05,0.967938,1.17316,1.62385,0.421574,0.1,0.1,-133.246
5179,0.947038,2.63046e-05,5.4643e-05,0.967938,1.17316,1.62385,0.421574,0.1,0.1,-133.246
5180,0.706307,2.40498e-05,4.62928e-05,1.06635,1.1398,1.62403,0.546627,0.1,0.1,-134.968
5181,0.706307,2.40498e-05,4.62928e-05,1.06635,1.1398,1.62403,0.546627,0.1,0.1,-134.968
5182,0.706307,2.40498e-05,4.62928e-05,1.06635,1.1398,1.62403,0.546627,0.1,0.1,-134.968
5183,0.706307,2.40498e-05,4.62928e-05,1.06635,1.1398,1.62403,0.546627,0.1,0.1,-134.968
5184,0.706307,2.40498e-05,4.62928e-05,1.06635,1.1398,1.62403,0.546627,0.1,0.1,-134.968
5185,0.706307,2.40498e-05,4.62928e-05,1.06635,1.1398,1.62403,0.546627,0.1,0.1,-134.968
5186,0.706307,2.40498e-05,4.62928e-05,1.06635,1.1398,1.62403,0.546627,0.1,0.1,-134.968
5187,0.706307,2.40498e-05,4.62928e-05,1.06635,1.1398,1.62403,0.546627,0.1,0.1,-134.968
5188,0.706307,2.40498e-05,4.62928e-05,1.06635,1.1398,1.62403,0.546627,0.1,0.1,-134.968
5189,0.749344,1.36301e-05,0.000166172,1.01812,1.21208,1.61083,0.634083,0.1,0.1,-137.032
5190,0.749344,1.36301e-05,0.000166172,1.01812,1.21208,1.61083,0.634083,0.1,0.1,-137.032
5191,0.949699,1.39154e-05,0.000131673,1.10979,1.00674,1.60475,0.454695,0.1,0.1,-135.121
5192,0.949699,1.39154e-05,0.000131673,1.10979,1.00674,1.60475,0.454695,0.1,0.1,-135.121
5193,0.949699,1.39154e-05,0.000131673,1.10979,1.00674,1.60475,0.454695,0.1,0.1,-135.121
5194,0.949699,1.39154e-05,0.000131673,1.10979,1.00674,1.60475,0.454695,0.1,0.1,-135.121
5195,0.949699,1.39154e-05,0.000131673,1.10979,1.00674,1.60475,0.454695,0.1,0.1,-135.121
5196,0.949699,1.39154e-05,0.000131673,1.10979,1.00674,1.60475,0.454695,0.1,0.1,-135.121
5197,0.949699,1.39154e-05,0.000131673,1.10979,1.00674,1.60475,0.454695,0.1,0.1,-135.121
5198,0.949699,1.39154e-05,0.000131673,1.10979,1.00674,1.60475,0.454695,0.1,0.1,-135.121
5199,0.949699,1.39154e-05,0.000131673,1.10979,1.00674,1.60475,0.454695,0.1,0.1,-135.121
5200,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5201,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5202,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5203,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5204,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5205,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5206,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5207,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5208,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5209,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5210,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5211,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5212,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5213,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5214,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5215,0.986435,4.40627e-05,8.54666e-05,0.982288,0.989899,1.61276,0.536709,0.1,0.1,-136.04
5216,0.798194,7.83487e-05,3.94951e-05,0.928053,1.11006,1.58692,0.611455,0.1,0.1,-137.243
5217,0.798194,7.83487e-05,3.94951e-05,0.928053,1.11006,1.58692,0.611455,0.1,0.1,-137.243
5218,0.698936,2.98714e-05,5.70899e-05,1.0399,1.07224,1.56115,0.540319,0.1,0.1,-135.65
5219,0.577993,1.70486e-05,6.06335e-06,1.84832,1.0891,1.57915,0.4597,0.1,0.1,-132.69
5220,0.577993,1.70486e-05,6.06335e-06,1.84832,1.0891,1.57915,0.4597,0.1,0.1,-132.69
5221,0.577993,1.70486e-05,6.06335e-06,1.84832,1.0891,1.57915,0.4597,0.1,0.1,-132.69
5222,0.572663,1.68396e-05,8.09567e-06,1.78385,1.17975,1.57913,0.475672,0.1,0.1,-132.79
5223,0.5821,0.000106289,1.10218e-05,1.51013,1.20542,1.57145,0.413151,0.1,0.1,-134.242
5224,0.558387,1.71449e-05,0.000140798,1.6982,1.22126,1.57096,0.358624,0.1,0.1,-133.918
5225,0.558387,1.71449e-05,0.000140798,1.6982,1.22126,1.57096,0.358624,0.1,0.1,-133.918
5226,0.558387,1.71449e-05,0.000140798,1.6982,1.22126,1.57096,0.358624,0.1,0.1,-133.918
5227,0.558387,1.71449e-05,0.000140798,1.6982,1.22126,1.57096,0.358624,0.1,0.1,-133.918
5228,0.558387,1.71449e-05,0.000140798,1.6982,1.22126,1.57096,0.358624,0.1,0.1,-133.918
5229,0.558387,1.71449e-05,0.000140798,1.6982,1.22126,1.57096,0.358624,0.1,0.1,-133.918
5230,0.558387,1.71449e-05,0.000140798,1.6982,1.22126,1.57096,0.358624,0.1,0.1,-133.918
5231,0.558387,1.71449e-05,0.000140798,1.6982,1.22126,1.57096,0.358624,0.1,0.1,-133.918
5232,0.558387,1.71449e-05,0.000140798,1.6982,1.22126,1.57096,0.358624,0.1,0.1,-133.918
5233,0.558387,1.71449e-05,0.000140798,1.6982,1.22126,1.57096,0.358624,0.1,0.1,-133.918
5234,0.558387,1.71449e-05,0.000140798,1.6982,1.22126,1.57096,0.358624,0.1,0.1,-133.918
5235,0.599286,2.68948e-05,0.000236238,1.1478,1.21239,1.58758,0.347534,0.1,0.1,-135.179
5236,0.599286,2.68948e-05,0.000236238,1.1478,1.21239,1.58758,0.347534,0.1,0.1,-135.179
5237,0.599286,2.68948e-05,0.000236238,1.1478,1.21239,1.58758,0.347534,0.1,0.1,-135.179
5238,0.599286,2.68948e-05,0.000236238,1.1478,1.21239,1.58758,0.347534,0.1,0.1,-135.179
5239,0.589171,2.87633e-05,4.10365e-05,1.3552,1.12388,1.58767,0.328827,0.1,0.1,-133.634
5240,0.589554,1.65938e-05,7.9496e-05,1.36519,1.17864,1.61198,0.34412,0.1,0.1,-131.539
5241,0.589554,1.65938e-05,7.9496e-05,1.36519,1.17864,1.61198,0.34412,0.1,0.1,-131.539
5242,0.589554,1.65938e-05,7.9496e-05,1.36519,1.17864,1.61198,0.34412,0.1,0.1,-131.539
5243,0.619364,7.50669e-06,9.60649e-05,1.26328,1.13392,1.61479,0.35069,0.1,0.1,-133.733
5244,0.619364,7.50669e-06,9.60649e-05,1.26328,1.13392,1.61479,0.35069,0.1,0.1,-133.733
5245,0.619364,7.50669e-06,9.60649e-05,1.26328,1.13392,1.61479,0.35069,0.1,0.1,-133.733
5246,0.619364,7.50669e-06,9.60649e-05,1.26328,1.13392,1.61479,0.35069,0.1,0.1,-133.733
5247,0.619364,7.50669e-06,9.60649e-05,1.26328,1.13392,1.61479,0.35069,0.1,0.1,-133.733
5248,0.619364,7.50669e-06,9.60649e-05,1.26328,1.13392,1.61479,0.35069,0.1,0.1,-133.733
5249,0.619364,7.50669e-06,9.60649e-05,1.26328,1.13392,1.61479,0.35069,0.1,0.1,-133.733
5250,0.693686,7.84309e-06,4.99072e-05,1.36436,1.18936,1.61177,0.380705,0.1,0.1,-132.99
5251,0.693686,7.84309e-06,4.99072e-05,1.36436,1.18936,1.61177,0.380705,0.1,0.1,-132.99
5252,0.737355,3.26947e-06,5.63939e-05,1.55794,1.07205,1.58537,0.463599,0.1,0.1,-133.825
5253,0.737355,3.26947e-06,5.63939e-05,1.55794,1.07205,1.58537,0.463599,0.1,0.1,-133.825
5254,0.737355,3.26947e-06,5.63939e-05,1.55794,1.07205,1.58537,0.463599,0.1,0.1,-133.825
5255,0.737355,3.26947e-06,5.63939e-05,1.55794,1.07205,1.58537,0.463599,0.1,0.1,-133.825
5256,0.737355,3.26947e-06,5.63939e-05,1.55794,1.07205,1.58537,0.463599,0.1,0.1,-133.825
5257,0.737355,3.26947e-06,5.63939e-05,1.55794,1.07205,1.58537,0.463599,0.1,0.1,-133.825
5258,0.737355,3.26947e-06,5.63939e-05,1.55794,1.07205,1.58537,0.463599,0.1,0.1,-133.825
5259,0.861323,9.53607e-06,4.45185e-05,1.24813,1.15973,1.58954,0.445949,0.1,0.1,-132.835
5260,0.861323,9.53607e-06,4.45185e-05,1.24813,1.15973,1.58954,0.445949,0.1,0.1,-132.835
5261,0.861323,9.53607e-06,4.45185e-05,1.24813,1.15973,1.58954,0.445949,0.1,0.1,-132.835
5262,0.692422,9.1759e-06,5.38913e-05,1.69802,1.06023,1.61833,0.426249,0.1,0.1,-132.553
5263,0.692422,9.1759e-06,5.38913e-05,1.69802,1.06023,1.61833,0.426249,0.1,0.1,-132.553
5264,0.692422,9.1759e-06,5.38913e-05,1.69802,1.06023,1.61833,0.426249,0.1,0.1,-132.553
5265,0.597558,3.16551e-05,2.50331e-05,2.20332,0.942793,1.62235,0.361241,0.1,0.1,-133.044
5266,0.597558,3.16551e-05,2.50331e-05,2.20332,0.942793,1.62235,0.361241,0.1,0.1,-133.044
5267,0.566914,5.55439e-05,1.88121e-05,2.04584,1.03181,1.60023,0.394934,0.1,0.1,-133.639
5268,0.566914,5.55439e-05,1.88121e-05,2.04584,1.03181,1.60023,0.394934,0.1,0.1,-133.639
5269,0.566914,5.55439e-05,1.88121e-05,2.04584,1.03181,1.60023,0.394934,0.1,0.1,-133.639
5270,0.566914,5.55439e-05,1.88121e-05,2.04584,1.03181,1.60023,0.394934,0.1,0.1,-133.639
5271,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5272,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5273,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5274,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5275,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5276,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5277,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5278,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5279,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5280,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5281,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5282,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5283,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5284,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5285,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5286,0.582541,4.0869e-05,6.71131e-06,1.90031,1.15981,1.58488,0.328954,0.1,0.1,-131.796
5287,0.583274,7.21813e-05,6.20724e-06,2.19542,1.19919,1.5995,0.310944,0.1,0.1,-132.319
5288,0.583274,7.21813e-05,6.20724e-06,2.19542,1.19919,1.5995,0.310944,0.1,0.1,-132.319
5289,0.583274,7.21813e-05,6.20724e-06,2.19542,1.19919,1.5995,0.310944,0.1,0.1,-132.319
5290,0.583274,7.21813e-05,6.20724e-06,2.19542,1.19919,1.5995,0.310944,0.1,0.1,-132.319
5291,0.583274,7.21813e-05,6.20724e-06,2.19542,1.19919,1.5995,0.310944,0.1,0.1,-132.319
5292,0.583274,7.21813e-05,6.20724e-06,2.19542,1.19919,1.5995,0.310944,0.1,0.1,-132.319
5293,0.691225,5.01663e-05,7.38887e-06,1.83125,1.18161,1.58369,0.427836,0.1,0.1,-134.441
5294,0.803968,4.42861e-05,1.11143e-05,1.36631,1.0538,1.61079,0.379669,0.1,0.1,-131.929
5295,0.803968,4.42861e-05,1.11143e-05,1.36631,1.0538,1.61079,0.379669,0.1,0.1,-131.929
5296,0.803968,4.42861e-05,1.11143e-05,1.36631,1.0538,1.61079,0.379669,0.1,0.1,-131.929
5297,0.803968,4.42861e-05,1.11143e-05,1.36631,1.0538,1.61079,0.379669,0.1,0.1,-131.929
5298,0.803968,4.42861e-05,1.11143e-05,1.36631,1.0538,1.61079,0.379669,0.1,0.1,-131.929
5299,0.803968,4.42861e-05,1.11143e-05,1.36631,1.0538,1.61079,0.379669,0.1,0.1,-131.929
5300,0.803968,4.42861e-05,1.11143e-05,1.36631,1.0538,1.61079,0.379669,0.1,0.1,-131.929
5301,0.803968,4.42861e-05,1.11143e-05,1.36631,1.0538,1.61079,0.379669,0.1,0.1,-131.929
5302,0.803968,4.42861e-05,1.11143e-05,1.36631,1.0538,1.61079,0.379669,0.1,0.1,-131.929
5303,0.803968,4.42861e-05,1.11143e-05,1.36631,1.0538,1.61079,0.379669,0.1,0.1,-131.929
5304,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5305,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5306,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5307,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5308,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5309,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5310,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5311,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5312,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5313,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5314,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5315,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5316,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5317,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5318,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5319,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5320,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5321,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5322,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5323,0.813722,3.4934e-05,3.12745e-05,1.30725,1.16439,1.55591,0.442071,0.1,0.1,-132.618
5324,0.980142,2.68155e-05,0.000147333,0.778954,1.12169,1.55612,0.483115,0.1,0.1,-136.618
5325,0.980142,2.68155e-05,0.000147333,0.778954,1.12169,1.55612,0.483115,0.1,0.1,-136.618
5326,0.980142,2.68155e-05,0.000147333,0.778954,1.12169,1.55612,0.483115,0.1,0.1,-136.618
5327,0.980142,2.68155e-05,0.000147333,0.778954,1.12169,1.55612,0.483115,0.1,0.1,-136.618
5328,0.918294,1.6373e-05,1.86961e-05,0.884716,1.11197,1.55433,0.389361,0.1,0.1,-134.431
5329,0.918294,1.6373e-05,1.86961e-05,0.884716,1.11197,1.55433,0.389361,0.1,0.1,-134.431
5330,0.59926,1.60248e-05,9.97237e-05,1.24702,1.1542,1.56053,0.415684,0.1,0.1,-134.591
5331,0.59926,1.60248e-05,9.97237e-05,1.24702,1.1542,1.56053,0.415684,0.1,0.1,-134.591
5332,0.59926,1.60248e-05,9.97237e-05,1.24702,1.1542,1.56053,0.415684,0.1,0.1,-134.591
5333,0.59926,1.60248e-05,9.97237e-05,1.24702,1.1542,1.56053,0.415684,0.1,0.1,-134.591
5334,0.59926,1.60248e-05,9.97237e-05,1.24702,1.1542,1.56053,0.415684,0.1,0.1,-134.591
5335,0.640963,1.78842e-05,0.000110627,0.951095,1.18436,1.58193,0.374589,0.1,0.1,-135.326
5336,0.640963,1.78842e-05,0.000110627,0.951095,1.18436,1.58193,0.374589,0.1,0.1,-135.326
5337,0.640963,1.78842e-05,0.000110627,0.951095,1.18436,1.58193,0.374589,0.1,0.1,-135.326
5338,0.640963,1.78842e-05,0.000110627,0.951095,1.18436,1.58193,0.374589,0.1,0.1,-135.326
5339,0.640963,1.78842e-05,0.000110627,0.951095,1.18436,1.58193,0.374589,0.1,0.1,-135.326
5340,0.640963,1.78842e-05,0.000110627,0.951095,1.18436,1.58193,0.374589,0.1,0.1,-135.326
5341,0.640963,1.78842e-05,0.000110627,0.951095,1.18436,1.58193,0.374589,0.1,0.1,-135.326
5342,0.640963,1.78842e-05,0.000110627,0.951095,1.18436,1.58193,0.374589,0.1,0.1,-135.326
5343,0.640963,1.78842e-05,0.000110627,0.951095,1.18436,1.58193,0.374589,0.1,0.1,-135.326
5344,0.640963,1.78842e-05,0.000110627,0.951095,1.18436,1.58193,0.374589,0.1,0.1,-135.326
5345,0.640963,1.78842e-05,0.000110627,0.951095,1.18436,1.58193,0.374589,0.1,0.1,-135.326
5346,0.640963,1.78842e-05,0.000110627,0.951095,1.18436,1.58193,0.374589,0.1,0.1,-135.326
5347,0.60602,3.59287e-05,0.000333149,1.11846,1.10153,1.57988,0.396612,0.1,0.1,-137.972
5348,0.60602,3.59287e-05,0.000333149,1.11846,1.10153,1.57988,0.396612,0.1,0.1,-137.972
5349,0.60602,3.59287e-05,0.000333149,1.11846,1.10153,1.57988,0.396612,0.1,0.1,-137.972
5350,0.60602,3.59287e-05,0.000333149,1.11846,1.10153,1.57988,0.396612,0.1,0.1,-137.972
5351,0.60602,3.59287e-05,0.000333149,1.11846,1.10153,1.57988,0.396612,0.1,0.1,-137.972
5352,0.60602,3.59287e-05,0.000333149,1.11846,1.10153,1.57988,0.396612,0.1,0.1,-137.972
5353,0.60602,3.59287e-05,0.000333149,1.11846,1.10153,1.57988,0.396612,0.1,0.1,-137.972
5354,0.60602,3.59287e-05,0.000333149,1.11846,1.10153,1.57988,0.396612,0.1,0.1,-137.972
